hour,Ws_26_5m,Ta_26_5m,P_mean_26_5m,Rh_26_5m,e_26_5m,Hs_26_5m,Le_26_5m,Ustar_26_5m,Fco2_26_5m,CO2_26_5m,DR_26_5m,UR_26_5m,DLR_26_5m,ULR_26_5m,Rn_26_5m,Rns_26_5m,Rnl_26_5m,Alb_26_5m,Wd_26_5m,e_star_26_5m,q_26_5m,RH_26_5m,heat_index_26_5m
0,2.151712509933775,298.72993464052286,100114.61009539473,71.99382352941177,2388.637254901961,11.440350190789474,15.142384856115108,0.3759685690789474,0.4314334726027397,755.0079195202703,-2.423460784313725,1.2983986928104576,415.3235294117647,455.4643790849673,-43.86162418300653,-3.7218529411764703,-40.139718954248366,,134.53183447019867,3279.9411467636232,0.015203045100139503,72.82561326622803,3866.1983301557225
1,2.114426493421053,298.37833333333333,100089.82286754968,73.3397385620915,2389.045751633987,9.885464708609272,14.896524389285716,0.3687069668874172,0.2798362746478873,758.7454562040816,-2.3143986928104576,1.2546797385620916,413.836274509804,453.27843137254905,-43.01219934640523,-3.5690620915032683,-39.44272549019608,,135.4460382138158,3212.1696483032965,0.015209566406552862,74.37483113309122,3929.6661150981195
2,2.006272066225166,298.06401960784314,100067.25392384107,74.61254901960784,2388.421568627451,9.39113719205298,12.950255846428572,0.3514516622516556,0.2613817797202797,757.1116318356643,-2.2616895424836603,1.2885980392156862,412.66633986928105,451.30392156862746,-42.191519607843134,-3.550375816993464,-38.641218954248366,0.04,138.86100176490066,3152.6222388152373,0.015209008746990623,75.7598401489747,3989.9963851811444
3,1.929868715231788,297.79366013071893,100055.6778178808,75.85624183006536,2391.59477124183,8.346322353333333,12.124502339285714,0.3386762533333333,0.244820088028169,761.9394264405595,-2.202078431372549,1.3007124183006538,411.83431372549023,449.62745098039215,-41.293895424836606,-3.5027777777777773,-37.79149346405229,0.41,137.22083673178807,3102.1745049565307,0.01523151501869972,77.09414049469608,4049.946566666202
4,1.849329158783784,297.5408496732026,100055.65858724831,76.95153594771242,2391.957516339869,8.150391969798658,14.370351264492754,0.3252198523489932,0.2826444321428571,768.24622225,-2.191549019607843,1.327127450980392,411.5415032679738,448.068954248366,-40.04840522875817,-3.5187254901960783,-36.52914379084967,0.2125,130.75715535135134,3055.6397955561483,0.015233884840010186,78.28008784996582,4102.0415037195135
5,1.867805695945946,297.3216339869281,100072.08680666666,77.76366013071896,2387.957516339869,8.128404070469799,12.022316011029412,0.3151630167785235,0.2225403152173913,770.3909067978724,-0.2435718954248366,1.5769640522875816,411.2745098039216,446.75424836601314,-37.30083660130719,-1.820562091503268,-35.48041176470588,0.4106875,124.92350002027028,3015.7829590988194,0.015205229201039538,79.18200841128971,4139.424594567304
6,1.93314524,297.2501633986928,100108.66812751678,78.11287581699347,2389.6307189542486,10.234846174496644,17.771607563432834,0.3279610637583892,0.31613,774.4069790296296,34.083212418300654,5.68617320261438,410.5869281045752,447.17189542483663,-8.189911764705881,28.39681045751634,-36.58726797385621,0.2061114864864865,130.09088588999998,3002.886904638714,0.015210447693780728,79.57777947823685,4156.269657690588
7,2.071134693877551,297.50826797385616,100151.74451360543,77.12084967320261,2392.098039215686,25.18364357482993,31.48214728515625,0.3692272448979591,0.6018413863636364,777.4017941818182,126.64219607843138,15.941529411764709,412.3552287581699,452.2245098039216,70.82863071895426,110.69960784313726,-39.86971895424836,0.1353178807947019,135.28375534013605,3049.6870188625976,0.015219827751545118,78.43749291059501,4110.305537331936
8,2.3604938862068967,298.1414379084967,100181.09198958332,74.47486928104576,2390.754901960785,53.76808585862069,53.11928938076923,0.4523891137931035,0.8072437786259542,773.1664338053436,246.43786928104572,29.20082026143791,417.9035947712418,461.2607843137255,173.8772320261438,217.23785620915032,-43.35957843137256,0.1217581699346405,139.2773809724138,3167.1992246470527,0.015206508059044478,75.48482846787785,3984.957781379127
9,2.684939762237762,298.89660130718954,100198.59486896552,70.97323529411766,2372.366013071895,84.02895478671329,69.26656729007634,0.4993193402777777,0.8506931136363636,763.3494237631578,369.1496732026144,42.22159477124183,422.9539215686275,471.66993464052285,278.2088137254902,326.9237450980392,-48.71626143790849,0.1160986842105263,142.08779354895103,3312.4994219113314,0.01508400842379829,71.61860911972707,3814.6030911044522
10,2.8535008801369863,299.66143790849674,100191.96117586207,67.53950980392158,2349.434640522876,115.8185864965278,72.8995058091603,0.5457988819444445,0.8678640708955224,750.5337722388059,476.2513921568628,52.8870522875817,427.76535947712415,482.1702614379085,368.9659738562092,423.3686274509804,-54.401800653594776,0.1118888888888888,153.20332020547946,3465.549407548915,0.014935717608206004,67.79400216904034,3646.5415828678615
11,2.9618873664383565,300.36147058823525,100164.54462413791,64.55869281045752,2327.6797385620916,136.4801269862069,85.32171897307693,0.5634625413793103,0.8273905454545455,738.613400560606,539.857954248366,54.61136274509804,431.6908496732026,491.10196078431375,425.8418954248366,485.2538235294118,-59.409130718954245,0.1051470588235294,156.09798883561643,3610.9949214897347,0.014798274649120261,64.46089759666002,3500.2198025453126
12,3.006104722972973,300.9599019607843,100129.13012162164,62.08117647058823,2308.794117647059,146.53003613175676,91.53677346946564,0.5787642972972973,0.7559517798507462,730.6326294222223,555.9205555555556,52.93488235294118,434.82026143790847,497.3277777777777,440.4833006535947,502.9857189542484,-62.50198366013072,0.099140522875817,156.07919509797296,3739.5168665714286,0.014680689106589465,61.740438672332395,3377.931774942972
13,2.9869003817567568,301.4296405228758,100075.24703767124,60.256568627450974,2293.607843137255,143.14466865306122,94.27702742481203,0.5777023027210885,0.5421726407407408,727.7716714890511,535.6583333333334,51.60006209150327,436.9852941176471,500.5467320261437,420.4930392156863,484.05937908496736,-63.564986928104574,0.099032679738562,149.6884867837838,3843.172225874208,0.014589897348653989,59.6800691807541,3287.9797053583843
14,3.080855755033557,301.76934640522876,100035.95722297298,58.77039215686275,2276.709150326797,136.22404567006802,87.14317887867647,0.5782016182432432,0.6070057158273382,722.825236275,481.4845424836601,46.767673202614375,437.85032679738566,501.1281045751634,371.4424738562091,434.72114379084974,-63.27976797385621,0.1006241830065359,149.75352831208053,3919.683580259637,0.014485719964324352,58.08400356071572,3213.074132369399
15,3.03000791,301.8828758169934,100003.0346292517,58.57617647058824,2281.359477124183,116.95603834353744,80.89552633703703,0.5738882551020409,0.6808828138686132,721.044396905797,385.3908823529412,37.23951307189542,436.9539215686274,497.8477124183007,287.2601405228758,348.1502941176471,-60.89116339869281,0.1012091503267973,148.04849718666668,3945.5474283745198,0.014520888969230365,57.821114016212796,3205.1252984659877
16,2.970797826666667,301.8814705882353,99973.6717852349,58.618562091503264,2282.1339869281046,87.97253609271523,74.20434596350366,0.5571377417218543,0.7480076642335767,721.2349077355072,263.8799934640523,26.53754575163399,436.0290849673202,492.3683006535948,181.00242156862743,237.34352941176468,-56.33933006535948,0.1075592105263157,140.86165790666666,3945.226388941712,0.014530299879196741,57.84545072812099,3207.4933892721165
17,2.798779335526316,301.6326470588235,99970.72060855264,59.74153594771242,2300.983660130719,54.90076912251656,56.95934763669064,0.5328966655629139,0.8887329225352113,726.1633274930069,146.9002091503268,16.21344117647059,432.1960784313725,484.681045751634,78.19650326797385,130.6840163398693,-52.48751960784314,0.1212614379084967,145.47902817105262,3888.7371263210553,0.014653585453569009,59.170460367619846,3264.4115255236943
18,2.598453003311258,301.28026143790845,99983.1210397351,61.4068954248366,2323.045751633986,31.487977781456955,38.394603914893615,0.4844743807947019,0.9378343802816902,733.5459359825176,52.30572222222222,7.188281045751634,429.113725490196,477.1928104575163,-2.9592320261437908,45.11690849673202,-48.07629738562091,0.1593951048951049,137.76664005629138,3809.941479345848,0.014795549289243586,60.973265973440725,3348.915009268425
19,2.424002183333333,300.7735947712418,100028.00425838926,63.51290849673203,2340.294117647059,18.32261472818792,27.852964685714284,0.4450567684563758,0.8701021690140845,736.8457776328671,3.038957516339869,1.8855882352941176,425.4062091503268,470.68071895424833,-44.164156862745095,1.116516339869281,-45.281019607843135,0.2552460317460318,128.75083990333331,3699.0844117931592,0.014901188072473443,63.26684814723067,3453.3921240424074
20,2.30566062,300.29986928104574,100073.01473509932,65.50813725490197,2353.735294117647,15.505204243333337,21.83767697535211,0.4051686599999999,0.7216777793103448,741.3393384275862,-2.6017124183006537,1.352859477124183,422.2486928104576,466.4107843137255,-48.11819934640523,-3.954558823529412,-44.1626862745098,,123.83050809,3597.98617181884,0.014981929475087715,65.4181306352213,3551.843083588625
21,2.309933373333333,299.9038562091503,100124.92051986756,67.15437908496733,2366.3235294117644,13.192562506666668,18.154025028169013,0.40011009,0.624869205479452,745.4648505884354,-2.415297385620915,1.3256666666666663,420.6267973856209,463.38137254901966,-46.498888888888885,-3.740934640522876,-42.75852941176471,0.5075000000000001,127.27634014666668,3515.32792905188,0.015055997943974327,67.31444625281335,3632.401240710172
22,2.2524495264900666,299.53235294117644,100143.61373355264,68.73846405228758,2377.5098039215686,13.23450878,17.152154841549297,0.3943546266666666,0.5946592852348993,747.4296158624161,-2.37502614379085,1.2617549019607843,418.762091503268,460.7179738562092,-45.59123856209151,-3.636751633986928,-41.954503267973855,0.2933333333333333,124.3003804370861,3439.2943589737256,0.015126010330774934,69.12783715991701,3709.7766901072264
23,2.1709432417218544,299.11405228758167,100137.2323519737,70.57297385620915,2388.8823529411766,12.166112924342103,16.014507144366195,0.3793132532894737,0.4692776938775511,752.4738023175676,-2.3999575163398696,1.2224803921568628,416.7816993464052,457.9705882352941,-44.812601307189546,-3.6224346405228753,-41.19104248366013,0.007,129.89916582781458,3355.40169977664,0.015201124351910988,71.19512257206635,3799.248378291204
